date,value
2022-03-23 23:27:45.334482,1.1401437436171047
2022-03-24 00:27:45.334482,1.1150312753764706
2022-03-24 01:27:45.334482,2.11406364306123
2022-03-24 02:27:45.334482,1.407669444792982
2022-03-24 03:27:45.334482,1.7609157176816697
2022-03-24 04:27:45.334482,1.4517633822999796
2022-03-24 05:27:45.334482,1.9276137127114228
2022-03-24 06:27:45.334482,1.8918203029312317
2022-03-24 07:27:45.334482,1.9037288063371696
2022-03-24 08:27:45.334482,2.0193748265364686
2022-03-24 09:27:45.334482,1.7231271396376073
2022-03-24 10:27:45.334482,1.8167513716655472
2022-03-24 11:27:45.334482,1.8760183965141264
2022-03-24 12:27:45.334482,1.7557880157752934
2022-03-24 13:27:45.334482,2.4639117371184582
2022-03-24 14:27:45.334482,1.7759242480877253
2022-03-24 15:27:45.334482,2.7891234512364584
2022-03-24 16:27:45.334482,2.1118285416776676
2022-03-24 17:27:45.334482,2.2276427748397527
2022-03-24 18:27:45.334482,2.286208894660071
2022-03-24 19:27:45.334482,2.208704991945759
2022-03-24 20:27:45.334482,2.7746080601817544
2022-03-24 21:27:45.334482,2.6166907789672553
2022-03-24 22:27:45.334482,2.838898283762153
2022-03-24 23:27:45.334482,2.3382224698812335
2022-03-25 00:27:45.334482,2.8974233724580225
2022-03-25 01:27:45.334482,2.576403485861128
2022-03-25 02:27:45.334482,2.7341443151200737
2022-03-25 03:27:45.334482,2.481389483637614
2022-03-25 04:27:45.334482,2.0366671347591256
2022-03-25 05:27:45.334482,2.2370833110330723
2022-03-25 06:27:45.334482,2.4018608748048287
2022-03-25 07:27:45.334482,2.2675307140603826
2022-03-25 08:27:45.334482,2.6661642634602365
2022-03-25 09:27:45.334482,2.3724333702089866
2022-03-25 10:27:45.334482,2.7664853603144186
2022-03-25 11:27:45.334482,2.5573862992853504
2022-03-25 12:27:45.334482,2.4998014783362317
2022-03-25 13:27:45.334482,2.4809912245406127
2022-03-25 14:27:45.334482,2.0965954463138607
2022-03-25 15:27:45.334482,1.9482591377364207
2022-03-25 16:27:45.334482,2.259771579247373
2022-03-25 17:27:45.334482,2.234996653052227
2022-03-25 18:27:45.334482,2.2656351378560573
2022-03-25 19:27:45.334482,2.5363276947505766
2022-03-25 20:27:45.334482,2.6256977644534305
2022-03-25 21:27:45.334482,2.257233815620034
2022-03-25 22:27:45.334482,1.824945387406392
2022-03-25 23:27:45.334482,2.4212804513733013
2022-03-26 00:27:45.334482,1.674777648111888
2022-03-26 01:27:45.334482,1.4707509740586358
2022-03-26 02:27:45.334482,2.2437210723559806
2022-03-26 03:27:45.334482,1.4099013345495464
2022-03-26 04:27:45.334482,2.009462078220897
2022-03-26 05:27:45.334482,2.0912725108107404
2022-03-26 06:27:45.334482,1.6786211642313857
2022-03-26 07:27:45.334482,1.2618893623428793
2022-03-26 08:27:45.334482,1.4969972461336525
2022-03-26 09:27:45.334482,1.6350124118353535
2022-03-26 10:27:45.334482,1.4088298941324933
2022-03-26 11:27:45.334482,1.6182736436306753
2022-03-26 12:27:45.334482,1.5616824339588762
2022-03-26 13:27:45.334482,1.203984862935064
2022-03-26 14:27:45.334482,1.4124568796232357
2022-03-26 15:27:45.334482,1.1108638922537306
2022-03-26 16:27:45.334482,1.0045030553688732
2022-03-26 17:27:45.334482,1.353338205790545
2022-03-26 18:27:45.334482,0.48715557410351357
2022-03-26 19:27:45.334482,0.3421227732514106
2022-03-26 20:27:45.334482,0.46772177514478264
2022-03-26 21:27:45.334482,1.1051878835399551
2022-03-26 22:27:45.334482,0.7214996484557489
2022-03-26 23:27:45.334482,0.25373254386555844
2022-03-27 00:27:45.334482,0.6600052375091562
2022-03-27 01:27:45.334482,0.7011643509705048
2022-03-27 02:27:45.334482,0.732180573984178
2022-03-27 03:27:45.334482,-0.08347466166104822
2022-03-27 04:27:45.334482,0.3606389194148653
2022-03-27 05:27:45.334482,0.4050010595861855
2022-03-27 06:27:45.334482,-0.10808390548370961
2022-03-27 07:27:45.334482,-0.24871364318788824
2022-03-27 08:27:45.334482,-0.282384024324696
2022-03-27 09:27:45.334482,-0.008328797134961596
2022-03-27 10:27:45.334482,0.12336494597281655
2022-03-27 11:27:45.334482,0.030923259764333744
2022-03-27 12:27:45.334482,-0.09442402894335045
2022-03-27 13:27:45.334482,0.15837304634942828
2022-03-27 14:27:45.334482,-0.27461886834249327
2022-03-27 15:27:45.334482,-0.7011439064321993
2022-03-27 16:27:45.334482,-0.3058941104896452
2022-03-27 17:27:45.334482,-0.3768060873391216
2022-03-27 18:27:45.334482,-0.1514018899104621
