date,value
2022-03-23 23:53:29.786017,1.676825799937392
2022-03-24 00:53:29.786017,1.2795184838207492
2022-03-24 01:53:29.786017,1.8898815843426489
2022-03-24 02:53:29.786017,1.630588327803086
2022-03-24 03:53:29.786017,1.8309027274102885
2022-03-24 04:53:29.786017,1.719612799104591
2022-03-24 05:53:29.786017,2.2062387007190214
2022-03-24 06:53:29.786017,2.3745019118747304
2022-03-24 07:53:29.786017,1.5174077902738938
2022-03-24 08:53:29.786017,2.230737920734877
2022-03-24 09:53:29.786017,2.350605538105778
2022-03-24 10:53:29.786017,1.9072902279790451
2022-03-24 11:53:29.786017,1.815420077707576
2022-03-24 12:53:29.786017,2.0528285677901303
2022-03-24 13:53:29.786017,2.157438253473706
2022-03-24 14:53:29.786017,2.705448283170848
2022-03-24 15:53:29.786017,2.5865041578392365
2022-03-24 16:53:29.786017,2.8258671594400955
2022-03-24 17:53:29.786017,2.7507338039116678
2022-03-24 18:53:29.786017,2.7689346286928482
2022-03-24 19:53:29.786017,2.343891821139308
2022-03-24 20:53:29.786017,2.101526845545382
2022-03-24 21:53:29.786017,2.8864419505201706
2022-03-24 22:53:29.786017,2.505987350816333
2022-03-24 23:53:29.786017,2.5662090877333528
2022-03-25 00:53:29.786017,2.188968063328303
2022-03-25 01:53:29.786017,2.3873211757168926
2022-03-25 02:53:29.786017,2.7305384998045454
2022-03-25 03:53:29.786017,2.3328165524711135
2022-03-25 04:53:29.786017,2.8298175063575424
2022-03-25 05:53:29.786017,2.771977997035456
2022-03-25 06:53:29.786017,2.149894586093712
2022-03-25 07:53:29.786017,2.619353095042552
2022-03-25 08:53:29.786017,2.6371071974152605
2022-03-25 09:53:29.786017,2.9757797594767474
2022-03-25 10:53:29.786017,2.5592456272548585
2022-03-25 11:53:29.786017,2.781484386877839
2022-03-25 12:53:29.786017,2.873877427970525
2022-03-25 13:53:29.786017,2.1724495126508083
2022-03-25 14:53:29.786017,1.9795771342881485
2022-03-25 15:53:29.786017,2.3719521628211164
2022-03-25 16:53:29.786017,2.250462880612449
2022-03-25 17:53:29.786017,2.8236847646737457
2022-03-25 18:53:29.786017,2.231051777410375
2022-03-25 19:53:29.786017,2.6844034602579985
2022-03-25 20:53:29.786017,2.303476005384169
2022-03-25 21:53:29.786017,2.228267542320102
2022-03-25 22:53:29.786017,1.9586233449633887
2022-03-25 23:53:29.786017,2.394897535299553
2022-03-26 00:53:29.786017,2.19199907572345
2022-03-26 01:53:29.786017,1.4775465885862713
2022-03-26 02:53:29.786017,1.8906299531130648
2022-03-26 03:53:29.786017,2.3430192392268223
2022-03-26 04:53:29.786017,1.5920594989891959
2022-03-26 05:53:29.786017,1.5068105946924302
2022-03-26 06:53:29.786017,2.1507124410658744
2022-03-26 07:53:29.786017,1.201816020898733
2022-03-26 08:53:29.786017,1.5629611215615622
2022-03-26 09:53:29.786017,1.1449039411859303
2022-03-26 10:53:29.786017,1.6241129007719333
2022-03-26 11:53:29.786017,1.5589836495284812
2022-03-26 12:53:29.786017,1.5288717430061185
2022-03-26 13:53:29.786017,1.50968685403307
2022-03-26 14:53:29.786017,1.5035209895730604
2022-03-26 15:53:29.786017,0.7855089073255164
2022-03-26 16:53:29.786017,0.9607862464369457
2022-03-26 17:53:29.786017,1.0137062999305737
2022-03-26 18:53:29.786017,1.2230342176859783
2022-03-26 19:53:29.786017,1.2251503375001938
2022-03-26 20:53:29.786017,1.0945861490124087
2022-03-26 21:53:29.786017,0.6780706771377005
2022-03-26 22:53:29.786017,0.34852874782245247
2022-03-26 23:53:29.786017,0.9487438753635036
2022-03-27 00:53:29.786017,0.45127679082143846
2022-03-27 01:53:29.786017,0.10245128802461871
2022-03-27 02:53:29.786017,0.70615401037485
2022-03-27 03:53:29.786017,0.32117677238610226
2022-03-27 04:53:29.786017,0.43945652503730753
2022-03-27 05:53:29.786017,0.37798335141386774
2022-03-27 06:53:29.786017,0.20464478402373443
2022-03-27 07:53:29.786017,0.4188196894256912
2022-03-27 08:53:29.786017,0.0439562704379195
2022-03-27 09:53:29.786017,0.04132047715799081
2022-03-27 10:53:29.786017,0.2232758669326495
2022-03-27 11:53:29.786017,-0.2570201819846418
2022-03-27 12:53:29.786017,0.1799343759962866
2022-03-27 13:53:29.786017,-0.3359263688747355
2022-03-27 14:53:29.786017,-0.27500424859286476
2022-03-27 15:53:29.786017,-0.19893263038080977
2022-03-27 16:53:29.786017,-0.36909925701030344
2022-03-27 17:53:29.786017,-0.18654589460927706
2022-03-27 18:53:29.786017,-0.4429523646246929
2022-03-27 19:53:29.786017,-0.5350669439852213
2022-03-27 20:53:29.786017,-0.4188181463573556
2022-03-27 21:53:29.786017,-0.08840934798605549
2022-03-27 22:53:29.786017,-0.14870798863116808
2022-03-27 23:53:29.786017,-0.33553819594968814
2022-03-28 00:53:29.786017,0.12587585120423728
2022-03-28 01:53:29.786017,-0.13621220272038082
2022-03-28 02:53:29.786017,-0.6490605951079687
2022-03-28 03:53:29.786017,-0.6725604479266929
2022-03-28 04:53:29.786017,-0.43240221108158905
2022-03-28 05:53:29.786017,-0.6726467828465047
2022-03-28 06:53:29.786017,-0.5807415436524244
2022-03-28 07:53:29.786017,-0.7314018640884866
2022-03-28 08:53:29.786017,-0.41851491812048736
2022-03-28 09:53:29.786017,-0.6508346812099063
2022-03-28 10:53:29.786017,-0.32488774924903097
2022-03-28 11:53:29.786017,0.12426487088691673
2022-03-28 12:53:29.786017,-0.7070008159875635
2022-03-28 13:53:29.786017,0.10849499592519629
2022-03-28 14:53:29.786017,0.11943231157307221
2022-03-28 15:53:29.786017,0.27520528627055685
2022-03-28 16:53:29.786017,-0.1835463067026819
2022-03-28 17:53:29.786017,-0.41505310239600923
2022-03-28 18:53:29.786017,0.14849808420045374
2022-03-28 19:53:29.786017,0.09162240951637496
2022-03-28 20:53:29.786017,0.48878835166836754
2022-03-28 21:53:29.786017,-0.33036732104417743
2022-03-28 22:53:29.786017,-0.22063414514007784
2022-03-28 23:53:29.786017,0.27850683072814936
2022-03-29 00:53:29.786017,0.6875634116204602
2022-03-29 01:53:29.786017,0.037230754453311726
2022-03-29 02:53:29.786017,0.12958427817937163
2022-03-29 03:53:29.786017,0.11376836644709723
2022-03-29 04:53:29.786017,0.8035058144676523
2022-03-29 05:53:29.786017,0.26474915654302456
2022-03-29 06:53:29.786017,0.1635361402381941
2022-03-29 07:53:29.786017,1.0781897681431756
2022-03-29 08:53:29.786017,0.463487893580957
2022-03-29 09:53:29.786017,0.5416783720152434
2022-03-29 10:53:29.786017,0.9785373125762798
2022-03-29 11:53:29.786017,0.9287912037294199
2022-03-29 12:53:29.786017,1.4515423153678264
2022-03-29 13:53:29.786017,0.6996123091835256
2022-03-29 14:53:29.786017,1.0454801227910158
2022-03-29 15:53:29.786017,1.0455431400388082
2022-03-29 16:53:29.786017,1.1526278741526261
2022-03-29 17:53:29.786017,1.465316949540897
2022-03-29 18:53:29.786017,1.2568005910199833
2022-03-29 19:53:29.786017,1.9509762738070338
2022-03-29 20:53:29.786017,1.792579390004957
2022-03-29 21:53:29.786017,2.062548421403038
2022-03-29 22:53:29.786017,2.0269156220386644
2022-03-29 23:53:29.786017,1.2953654703046606
2022-03-30 00:53:29.786017,1.712291783853558
2022-03-30 01:53:29.786017,1.9243414996254455
2022-03-30 02:53:29.786017,2.1967756288200784
2022-03-30 03:53:29.786017,1.7180321650994332
2022-03-30 04:53:29.786017,2.3445916629773453
2022-03-30 05:53:29.786017,1.9612975030883022
2022-03-30 06:53:29.786017,1.6636159735667868
2022-03-30 07:53:29.786017,1.907000758505172
2022-03-30 08:53:29.786017,2.6102783123020044
2022-03-30 09:53:29.786017,2.3467755116001943
2022-03-30 10:53:29.786017,2.4379693194371863
2022-03-30 11:53:29.786017,1.951277103961318
2022-03-30 12:53:29.786017,2.934412337287135
2022-03-30 13:53:29.786017,2.442470398886173
2022-03-30 14:53:29.786017,2.8187154625122224
2022-03-30 15:53:29.786017,2.6207499514457386
2022-03-30 16:53:29.786017,2.773224435345069
2022-03-30 17:53:29.786017,2.3482899618127524
2022-03-30 18:53:29.786017,2.13851397932275
2022-03-30 19:53:29.786017,2.6526557915603637
2022-03-30 20:53:29.786017,2.8088682164299765
2022-03-30 21:53:29.786017,2.4204086415958583
2022-03-30 22:53:29.786017,2.6489085780413433
2022-03-30 23:53:29.786017,2.4246589182953744
2022-03-31 00:53:29.786017,2.391431491097095
2022-03-31 01:53:29.786017,3.1529037245680196
2022-03-31 02:53:29.786017,3.1124044822061534
2022-03-31 03:53:29.786017,2.2989868323267055
2022-03-31 04:53:29.786017,2.7914015378404864
2022-03-31 05:53:29.786017,2.4600517165583886
2022-03-31 06:53:29.786017,2.5970987108264705
2022-03-31 07:53:29.786017,2.421626691769196
2022-03-31 08:53:29.786017,2.755962418948723
2022-03-31 09:53:29.786017,2.96750768580285
2022-03-31 10:53:29.786017,2.7491210857708355
2022-03-31 11:53:29.786017,2.7000790723070778
2022-03-31 12:53:29.786017,2.5945039920662034
2022-03-31 13:53:29.786017,2.732922234450535
2022-03-31 14:53:29.786017,2.5420592944963616
2022-03-31 15:53:29.786017,2.093022793042975
2022-03-31 16:53:29.786017,2.815414993296811
2022-03-31 17:53:29.786017,2.72382528144734
2022-03-31 18:53:29.786017,2.4331391540079754
2022-03-31 19:53:29.786017,2.880599182026884
2022-03-31 20:53:29.786017,2.3637402738452273
2022-03-31 21:53:29.786017,2.3165545815705246
2022-03-31 22:53:29.786017,1.9013892689563852
2022-03-31 23:53:29.786017,2.640558145103106
2022-04-01 00:53:29.786017,2.4331853182209153
2022-04-01 01:53:29.786017,2.412124462708253
2022-04-01 02:53:29.786017,2.3977261440657918
2022-04-01 03:53:29.786017,1.5114608078483014
2022-04-01 04:53:29.786017,1.979121312479248
2022-04-01 05:53:29.786017,2.056101992066109
2022-04-01 06:53:29.786017,1.5354306141571885
2022-04-01 07:53:29.786017,1.9284403044870377
2022-04-01 08:53:29.786017,1.6795299549396412
2022-04-01 09:53:29.786017,1.7184878322360817
2022-04-01 10:53:29.786017,1.7628524759595607
2022-04-01 11:53:29.786017,1.5012458511871594
2022-04-01 12:53:29.786017,1.0131384623673263
2022-04-01 13:53:29.786017,1.3588061973209409
2022-04-01 14:53:29.786017,1.1247640541119908
2022-04-01 15:53:29.786017,0.9191718033286679
2022-04-01 16:53:29.786017,1.3108994409867571
2022-04-01 17:53:29.786017,0.7259960697737011
2022-04-01 18:53:29.786017,1.3905635990309506
2022-04-01 19:53:29.786017,0.9958044949961992
2022-04-01 20:53:29.786017,1.3940808460580247
2022-04-01 21:53:29.786017,0.4226471740063838
2022-04-01 22:53:29.786017,1.0430474274774288
2022-04-01 23:53:29.786017,1.0104439214247247
2022-04-02 00:53:29.786017,0.2058554140923612
2022-04-02 01:53:29.786017,0.8250624173941674
2022-04-02 02:53:29.786017,0.0873974539652575
2022-04-02 03:53:29.786017,0.2866358131476382
2022-04-02 04:53:29.786017,0.32983463034953153
2022-04-02 05:53:29.786017,0.35805921087502873
2022-04-02 06:53:29.786017,-0.09337134927830215
2022-04-02 07:53:29.786017,0.004569498013527573
